Position,NDCG
1,2.113549832786168
2,2.1134221865782865
3,2.0741293090383075
4,2.0799985989636727
5,2.060701800443807
6,2.046015810439718
7,2.0502835326927786
8,2.0396242632943062
9,2.0308994126333864
10,2.034824401314637
11,2.0279128336172905
12,2.0312399100576637
13,2.024969467894198
14,2.019162703603984
15,2.0221210329860053
16,2.0167849608748334
17,2.011295868361354
18,2.012938563394989
19,2.007938242871545
20,2.0094627275114108
21,2.0048700674428974
22,2.0005361981690735
23,2.001956032858146
24,1.9980038855004691
25,1.994304167749342
26,1.995597917489038
27,1.9921943203624466
28,1.993408101248737
29,1.990226218254086
30,1.987021111359932
31,1.9881464812868785
32,1.9849842308962082
33,1.9819491984342972
34,1.9824325832567309
35,1.9795792311081932
36,1.9800075484779978
37,1.977072494863759
38,1.9742142491008863
39,1.9746661366371538
40,1.9718985151773163
41,1.9692123379927131
42,1.9697062947462558
43,1.9671658782654189
44,1.9675465144361877
45,1.965026047964889
46,1.9625568244433478
47,1.9629195655397358
48,1.9605491712086707
49,1.958248428317432
50,1.9585640277978715
51,1.956348967056016
52,1.9566717764820647
53,1.954398410504256
54,1.9521654053071587
55,1.9524881325246726
56,1.9502709548897574
57,1.9481144816037155
58,1.948248736824141
59,1.9461357913443842
60,1.9462531970647539
61,1.9442246090511262
62,1.9422490874388478
63,1.9423861422282993
64,1.9404868645296944
65,1.9386272677392782
66,1.9387795230169618
67,1.9369396267252084
68,1.937102956806294
69,1.9353172383956936
70,1.9335314848919676
71,1.9337167712839944
72,1.9319327240553819
73,1.930184929620755
74,1.930394986222001
75,1.9286876248849028
76,1.9288948803917592
77,1.9272300569069143
78,1.9255852700497949
79,1.9258112568949186
80,1.924215001905145
81,1.9226322981530022
82,1.9228162544634138
83,1.9212645700014042
84,1.9214416025544931
85,1.9199251299670446
86,1.9184235755654815
87,1.918606754146562
88,1.9171194425904399
89,1.9156579331162498
90,1.915813395305647
91,1.9143854218262288
92,1.9145162899728785
93,1.913118840591782
94,1.9117429280448675
95,1.9118812806303245
96,1.9105362264512271
97,1.9092136098783146
98,1.9093405016301015
99,1.9080496970870682
100,1.9081782144036163
101,1.906864278922027
102,1.9055494859325874
103,1.9056738111067253
104,1.9043833965063768
105,1.9030797863774738
106,1.9031965568080085
107,1.9019149980958374
108,1.902028411642858
109,1.9007745133761098
110,1.8995349522144573
111,1.8996442284924977
112,1.8984321208612553
113,1.897219124874415
114,1.8972965490138765
115,1.8961032180806012
116,1.8961837262177457
117,1.8950124185534039
118,1.8938509365474083
119,1.8939233863731384
120,1.8927558197416048
121,1.8916030549498681
122,1.8916843186952343
123,1.890550365242756
124,1.890610499743388
125,1.8894991259376186
126,1.8883966870097086
127,1.8884657564844605
128,1.8873836443341137
129,1.8863119251902067
130,1.8863816343428979
131,1.8853296105997794
132,1.8853933208283866
133,1.8843567063390128
134,1.8833278999091827
135,1.883393684437325
136,1.8823684762946375
137,1.8813503418483601
138,1.8813985145487435
139,1.8803942495875667
140,1.880436307096683
141,1.8794306590810137
142,1.8784331596102157
143,1.8784826882421355
144,1.8774975549245136
145,1.876522927101105
146,1.8765706895124377
147,1.8756123624185965
148,1.875657576570208
149,1.8747142437041449
150,1.8737694561780158
151,1.8738140592205832
152,1.8728780853058518
153,1.8719436738206954
154,1.871974059325382
155,1.871047953219753
156,1.8710697952363249
157,1.8701494034517452
158,1.8692343899244066
159,1.8692566992409343
160,1.868349896551468
161,1.8674448674161614
162,1.8674685094675583
163,1.866575196340101
164,1.8665923067916423
165,1.8657125797465381
166,1.864828690556984
167,1.8648509950515437
168,1.8639803841230729
169,1.863114876513313
170,1.8631410153310703
171,1.8622872884256145
172,1.8623118856930936
173,1.861469623366097
174,1.8606330667280844
175,1.8606634532797306
176,1.8598354566592055
177,1.8590071722607602
178,1.8590412703929258
179,1.8582085496482668
180,1.8582263091414242
181,1.8573914351922882
182,1.8565624062058999
183,1.8565845188939318
184,1.855766165794306
185,1.8549483773946291
186,1.8549756794067989
187,1.8541603827347632
188,1.854190399621033
189,1.8533670670381488
190,1.8525406121351118
191,1.8525682694017598
192,1.8517403056499273
193,1.8509187266513392
194,1.8509489951458828
195,1.8501375552892987
196,1.8501665927212712
197,1.8493589079277333
198,1.8485575526430076
199,1.8485839755540026
200,1.8477871742706453
201,1.8469967498214088
202,1.847017978644243
203,1.8462316703308874
204,1.8462503145172289
205,1.8454698503436404
206,1.844693387257777
207,1.844710437921948
208,1.8439429287621851
209,1.8431800485310945
210,1.8431979649622685
211,1.8424398218214517
212,1.8424577346387094
213,1.841708181941808
214,1.8409621667173812
215,1.8409840600015215
216,1.8402463604135562
217,1.839512123830998
218,1.8395378656530328
219,1.8388046334696497
220,1.838829937011653
221,1.8380984876250863
222,1.8373693837976117
223,1.8373983072191105
224,1.8366768520834644
225,1.835960731366446
226,1.8359939397426541
227,1.835282975658424
228,1.835316275344438
229,1.8346107788515817
230,1.8339104879974326
231,1.8339401263252377
232,1.83324644640744
233,1.832556806926775
234,1.8325698088613795
235,1.8318825452534773
236,1.831896961738179
237,1.8312161953610646
238,1.8305310532543226
239,1.830546328148145
240,1.8298646728662438
241,1.8291778833967929
242,1.829195844787919
243,1.828516180179668
244,1.828531386100315
245,1.8278579249387144
246,1.8271873642669045
247,1.8272060313770446
248,1.8265396297199201
249,1.8258738129770289
250,1.8258936996196176
251,1.8252290510651656
252,1.8252476392283747
253,1.824589272458522
254,1.8239311405312468
255,1.8239533441417721
256,1.8233014531706908
257,1.8226530656852107
258,1.8226759320798014
259,1.822033508527918
260,1.8220571635493565
261,1.8214198971982674
262,1.820783022200269
263,1.8208087783036597
264,1.8201764845099762
265,1.8195463913352565
266,1.8195730516682158
267,1.8189473681473025
268,1.818970655693297
269,1.8183482517711202
270,1.8177294182005568
271,1.8177511227742613
272,1.8171377941751845
273,1.8165277859713937
274,1.816551652806563
275,1.8159421994927294
276,1.815967468295566
277,1.8153623061242492
278,1.8147574341439683
279,1.8147810229329115
280,1.814180807633175
281,1.8135837922863327
282,1.8136098351949437
283,1.813014967290386
284,1.8130401445736826
285,1.812447344419985
286,1.811857105893364
287,1.8118770421590595
288,1.8112801706653558
289,1.810683469167153
290,1.81070433184053
291,1.8101105995810685
292,1.8101286847074674
293,1.8095391603043633
294,1.80895164783963
295,1.8089713874596398
296,1.8083882393359485
297,1.807806891436243
298,1.807809527051971
299,1.8072329093065005
300,1.807231081797064
301,1.8066591360805322
302,1.8060881432642215
303,1.8060883047453833
304,1.8055183108233632
305,1.8049500372986087
306,1.8049513058885713
307,1.804386476810802
308,1.8043883744604219
309,1.8038279474885848
310,1.8032700261578014
311,1.8032735332350878
312,1.8027148320052777
313,1.8021587393495246
314,1.802161631478029
315,1.8016097801259028
316,1.801610350971531
317,1.8010628623752996
318,1.8005166171567664
319,1.8005191616194283
320,1.799974686886411
321,1.7994303866333583
322,1.799434239123769
323,1.798894019689353
324,1.7988990878682687
325,1.7983618001842314
326,1.7978269510734308
327,1.7978293389386404
328,1.7972982616644697
329,1.7967668977148077
330,1.7967709288317835
331,1.7962422093954398
332,1.7962470983798011
333,1.7957218300988804
334,1.7951988391899538
335,1.7952049139215809
336,1.794684028010144
337,1.794163695591878
338,1.7941673012333121
339,1.7936509629772919
340,1.79365501125303
341,1.793141368906475
342,1.7926302242327696
343,1.7926353824572872
344,1.7921260000588717
345,1.7916176750014474
346,1.791624362611849
347,1.7911187800367274
348,1.7906149252532013
349,1.7906221944434955
350,1.790121247436274
351,1.7901292057440894
352,1.7896282173850742
353,1.789129066607353
354,1.789138773727908
355,1.7886419117220331
356,1.7881449337317887
357,1.7881540297111969
358,1.7876602229465925
359,1.7876702008273264
360,1.787178761063174
361,1.7866894752978042
362,1.786701031744959
363,1.786213748127095
364,1.7857286513831752
365,1.785740874019523
366,1.7852581649443389
367,1.7852689495409724
368,1.7847881282090454
369,1.7843095136783076
370,1.7843203230215825
371,1.7838442877632938
372,1.7833698457132479
373,1.7833824541871515
374,1.7829110300131221
375,1.7829232335230252
376,1.7824536171001242
377,1.781985317558365
378,1.7819988089050196
379,1.7815324665774501
380,1.7810677511471869
381,1.7810788928208747
382,1.7806171085345388
383,1.7806288501624001
384,1.780170070442827
385,1.7797126828425642
386,1.779725278260035
387,1.779270642104079
388,1.778816568611248
389,1.7788287752965386
390,1.7783764682870817
391,1.77838740643066
392,1.7779369230920006
393,1.7774860537488208
394,1.7774944978431262
395,1.7770456501390128
396,1.7765985083664555
397,1.776607593638962
398,1.7761623251928413
399,1.7761711829810878
400,1.7757285210412763
401,1.7752875512956203
402,1.7752978311312448
403,1.7748578519242004
404,1.7744175902161325
405,1.7744287354501054
406,1.773990991513416
407,1.7740021647574804
408,1.7735667563457707
409,1.773130806519786
410,1.773142456305932
411,1.7727064626036444
412,1.772271744189941
413,1.7722841789586903
414,1.771852133219736
415,1.7718636047901624
416,1.771434160317191
417,1.7710050873300325
418,1.7710171433090638
419,1.7705902422992124
420,1.7701640421754041
421,1.770176638279784
422,1.7697524391087869
423,1.7697628754213182
424,1.769341337503096
425,1.7689191545773917
426,1.7689305473787165
427,1.768509846092775
428,1.7680905801916282
429,1.7681023069423052
430,1.767685199115132
431,1.7676969450256095
432,1.7672824045263087
433,1.7668690263000721
434,1.7668808121023896
435,1.7664694325123922
436,1.7660585339664818
437,1.7660715668126954
438,1.7656630610331223
439,1.7656747440267058
440,1.765268282208508
441,1.7648630599933242
442,1.7648750140515628
443,1.764471573613366
444,1.7640694816521463
445,1.7640799446763578
446,1.7636798689608146
447,1.7636908104705291
448,1.7632885446690085
449,1.762886069076977
450,1.7628981696509358
451,1.7624978447675677
452,1.762098408779836
453,1.762111416170162
454,1.7617099808932721
455,1.7617233229274143
456,1.761324225769239
457,1.760924470233746
458,1.7609384776878163
459,1.7605383009727624
460,1.7601392905082365
461,1.7601533315001328
462,1.7597565562603608
463,1.7597700503100173
464,1.7593752681615955
465,1.758981740888365
466,1.758995210188007
467,1.758603771634027
468,1.7582131377754822
469,1.758226583145879
470,1.7578374521803304
471,1.7578507074567569
472,1.7574636501702174
473,1.7570778626660488
474,1.7570919644796732
475,1.7567072103256376
476,1.7563237091276154
477,1.756338577103841
478,1.755957107500456
479,1.7559713748673118
