Position,NDCG
1,2.113549832786168
2,2.1134221865782865
3,2.11239373185821
4,2.1090648057377983
5,2.1069036088693713
6,2.105147641751832
7,2.103624300374422
8,2.09992148635141
9,2.096748694563195
10,2.0938181691195275
11,2.0910303835610375
12,2.088525447634081
13,2.086130722875527
14,2.0825040169641786
15,2.0790977845491607
16,2.0759461170672306
17,2.0730734584817263
18,2.0701694345451362
19,2.0673654231524856
20,2.0647708113525565
21,2.062195378675457
22,2.0597929141122533
23,2.0574762774821025
24,2.0548091039836565
25,2.052232226712826
26,2.049804168056667
27,2.047489936544839
28,2.045269690619671
29,2.0431674525496466
30,2.0411657848177627
31,2.039267588606413
32,2.0374386761099026
33,2.035694907358278
34,2.033936918803234
35,2.0322212508833326
36,2.0305504158919154
37,2.0289268988582485
38,2.027274032288867
39,2.0256482315991517
40,2.0240598916308894
41,2.0225151848320317
42,2.0209724613962443
43,2.019477940475781
44,2.0180148428168874
45,2.0165877254270543
46,2.0151648484044182
47,2.0137710280091983
48,2.0123928059219693
49,2.0110547740076163
50,2.0097598304863755
51,2.0084927543255837
52,2.007187064315771
53,2.005915972676679
54,2.0046827511964493
55,2.003445018504171
56,2.002214277430635
57,2.0009871688355187
58,1.9997900016889323
59,1.998605758016852
60,1.9974413797140866
61,1.9962985264594628
62,1.9951702243950726
63,1.994015449228718
64,1.9928739788005732
65,1.9917554502111596
66,1.990660836809622
67,1.9895712481353283
68,1.9884998499101432
69,1.9874483641702365
70,1.9864034104528265
71,1.9853515281631673
72,1.9843090082018182
73,1.9832645880051731
74,1.9822143196703252
75,1.9811768021755083
76,1.9801507117328967
77,1.9791417104528937
78,1.9781470638952268
79,1.977163026715835
80,1.9761973504952672
81,1.975245741002337
82,1.9743007202239513
83,1.9733469147261393
84,1.9724074003806107
85,1.9714840140285983
86,1.970577935014308
87,1.9696805755616504
88,1.9687912007650281
89,1.967912085888276
90,1.967048444196624
91,1.9661954183033872
92,1.96535460444334
93,1.9645201328199537
94,1.9637000642464932
95,1.9628874972132977
96,1.9620878572684266
97,1.9612867037484751
98,1.9604930734211155
99,1.9597024205516302
100,1.9589125804121659
101,1.958134194759768
102,1.9573598912620245
103,1.9565931328530963
104,1.9558366375268432
105,1.955090280334476
106,1.9543503152078943
107,1.953619940209855
108,1.9529006063454544
109,1.9521884259332702
110,1.9514832577891732
111,1.9507768719567988
112,1.9500397506095632
113,1.9493121365943078
114,1.9485905390372678
115,1.9478773810402916
116,1.9471716590219637
117,1.9464724570505942
118,1.9457772952519312
119,1.9450909182511011
120,1.9444111861662017
121,1.943738531505086
122,1.9430689177714522
123,1.9424082313942392
124,1.941750691356735
125,1.9411001758044037
126,1.9404557013497705
127,1.9398149179963018
128,1.939163030065415
129,1.9385175832528332
130,1.9378802766428027
131,1.937241565322199
132,1.9366098917869279
133,1.9359815868630854
134,1.9353477268036934
135,1.9347185515786347
136,1.9340930450780385
137,1.9334713535111625
138,1.9328525587013088
139,1.9322387753172388
140,1.9316252175823263
141,1.9309930579521681
142,1.9303611720529206
143,1.9297352909941783
144,1.9291148896760537
145,1.9284930417550727
146,1.9278764521996388
147,1.9272633776719028
148,1.9266556886120898
149,1.926052542460173
150,1.9254421540831352
151,1.92483718167009
152,1.9242362876181065
153,1.9236418826683868
154,1.923050890157809
155,1.9224589059126598
156,1.9218716174201989
157,1.9212899029220047
158,1.9207119580776468
159,1.9201314391171729
160,1.919555939928172
161,1.9189850080237068
162,1.9184196741322486
163,1.917858125066894
164,1.9173009128286451
165,1.9167461447076353
166,1.9161962503726357
167,1.9156511469311945
168,1.9151112026405879
169,1.9145715034616924
170,1.9140368954835136
171,1.9135066740145747
172,1.9129790120107568
173,1.9124516613707832
174,1.911925565653085
175,1.9114043618668815
176,1.9108855000362208
177,1.9103704896122637
178,1.9098518992511029
179,1.9093376466780656
180,1.9088263825901208
181,1.9083155687009299
182,1.9078051893488077
183,1.9072908994136326
184,1.9067791616358156
185,1.9062715226060523
186,1.9057669078338937
187,1.9052663962274994
188,1.9047688428767833
189,1.904274202948114
190,1.9037817077557768
191,1.903292224847005
192,1.902806801030833
193,1.902322125840444
194,1.9018397598665127
195,1.9013536718762931
196,1.9008707154836888
197,1.9003895957855026
198,1.8999111897958416
199,1.8994340090705764
200,1.898960582591355
201,1.8984870887190608
202,1.8980174213544834
203,1.89755108377879
204,1.8970869572735711
205,1.8966208078718363
206,1.896158147864549
207,1.895698938135965
208,1.8952426612871258
209,1.8947894886667491
210,1.8943387125579876
211,1.8938889995061101
212,1.8934413058436843
213,1.8929962927152293
214,1.8925547758713868
215,1.8921163487595887
216,1.8916792490765708
217,1.8912430083834613
218,1.8908085756306168
219,1.8903768058350277
220,1.8899475394067646
221,1.889519187185492
222,1.8890937978641107
223,1.8886632130446819
224,1.8882349980245945
225,1.8878067679729338
226,1.887371233388823
227,1.8869365689738782
228,1.8865041254523374
229,1.886074866385752
230,1.885647867733389
231,1.8852230459413877
232,1.8848007301063872
233,1.8843773203850105
234,1.8839556760990002
235,1.8835332338279982
236,1.8831123660492055
237,1.8826883547947795
238,1.882266896501682
239,1.8818483190378266
240,1.8814316263737147
241,1.8810177399194055
242,1.8806060625769203
243,1.880196121391255
244,1.8797874379448827
245,1.8793805111472013
246,1.8789752879239963
247,1.8785712551008305
248,1.8781697147967937
249,1.8777689584864696
250,1.877370597503898
251,1.8769747652181943
252,1.876581558783954
253,1.8761885634635012
254,1.8757959152759915
255,1.8754051223162096
256,1.8750149459883354
257,1.8746229722637882
258,1.8742315090089237
259,1.8738392210492603
260,1.8734493111385417
261,1.8730607967037292
262,1.872673261892984
263,1.8722873609364867
264,1.8719030812904456
265,1.8715202187916204
266,1.8711366512050396
267,1.8707546450726884
268,1.8703700470268012
269,1.8699848726982462
270,1.8696013322927516
271,1.8692196277389184
272,1.8688400903103666
273,1.8684607915374127
274,1.868083371375062
275,1.8677073251967788
276,1.867332944272843
277,1.866960082570733
278,1.8665890411053458
279,1.866219811285875
280,1.865852708917082
281,1.8654877223438977
282,1.8651232178879695
283,1.8647607681226632
284,1.8643998524176606
285,1.864037388750571
286,1.863676204533288
287,1.863315994614447
288,1.8629550927228147
289,1.8625899010442846
290,1.862224627408276
291,1.8618581004410715
292,1.86149161821789
293,1.861126649796074
294,1.8607636156813547
295,1.8604021164449698
296,1.86004142243686
297,1.8596824716064466
298,1.859323785646932
299,1.8589666372428366
300,1.8586112963886336
301,1.8582576442652368
302,1.857905831186304
303,1.8575555253170302
304,1.857206679171638
305,1.856858963571809
306,1.8565131460162931
307,1.8561684282451798
308,1.8558255884093489
309,1.8554841003952074
310,1.8551439568121328
311,1.854805230745212
312,1.8544646099180544
313,1.8541240907289382
314,1.8537851644329095
315,1.853447049481274
316,1.853109115636508
317,1.852771673935577
318,1.8524354468034057
319,1.8520999901410786
320,1.8517654503729215
321,1.8514315486564779
322,1.851099399922155
323,1.8507690010833968
324,1.8504396510859016
325,1.8501104055317419
326,1.8497828296732157
327,1.8494568631656652
328,1.8491322853330945
329,1.8488037158194164
330,1.8484760186723275
331,1.8481495299808945
332,1.8478244306911191
333,1.8475003298813903
334,1.847177726584138
335,1.846856527265944
336,1.8465362286381626
337,1.846216283485531
338,1.845897801738898
339,1.845579799728142
340,1.8452627369851538
341,1.8449466197586475
342,1.8446304617309675
343,1.8443154761123282
344,1.8440012808166724
345,1.8436884474414748
346,1.843376223483934
347,1.8430646454320467
348,1.8427536642638047
349,1.8424428384378735
350,1.8421330092423573
351,1.8418243340612972
352,1.8415168459832874
353,1.8412103318854243
354,1.8409047913544465
355,1.8406003257800545
356,1.8402970961463379
357,1.839994615329189
358,1.8396931227520503
359,1.8393926408684351
360,1.8390917668797924
361,1.838792104110607
362,1.8384928708273167
363,1.8381939339231521
364,1.837895848065487
365,1.8375991320350802
366,1.837303800820111
367,1.837009012914221
368,1.8367151187394153
369,1.836422463645
370,1.8361308655233226
371,1.8358396640868184
372,1.8355489438391968
373,1.8352587099017459
374,1.8349687360367388
375,1.8346799967583012
376,1.8343901143321026
377,1.8340980899624195
378,1.8338069247778017
379,1.8335169355167162
380,1.833227438621465
381,1.832938631261009
382,1.8326508504938708
383,1.832362741642516
384,1.8320757237537906
385,1.8317886576197084
386,1.831502430578533
387,1.8312174800543755
388,1.8309335058529186
389,1.830648843968924
390,1.8303653702965474
391,1.830082966089821
392,1.829800163287479
393,1.8295178006602586
394,1.8292365329214104
395,1.8289545871919775
396,1.8286728116696909
397,1.828392189028635
398,1.8281123535082322
399,1.8278332082232012
400,1.8275549458531746
401,1.8272778678900792
402,1.8270017111297525
403,1.8267262068330057
404,1.8264518076072678
405,1.8261784626329345
406,1.8259048683739607
407,1.8256314544954482
408,1.8253588793197764
409,1.8250872473424158
410,1.82481599232041
411,1.8245452881294408
412,1.8242754573821476
413,1.8240062571703435
414,1.8237379738610004
415,1.8234693550866152
416,1.8232012252595007
417,1.8229331471937813
418,1.822665629059201
419,1.822397461744077
420,1.8221301011891926
421,1.8218614185525857
422,1.8215937367655899
423,1.821327130471874
424,1.8210581411235716
425,1.820789961047431
426,1.820522382567194
427,1.8202555884809377
428,1.8199889479726474
429,1.8197227639787714
430,1.8194569552897044
431,1.8191916782786255
432,1.8189267132837998
433,1.8186627282219594
434,1.8183996310286457
435,1.8181373528072473
436,1.8178751296037197
437,1.8176138778607858
438,1.8173521976745026
439,1.8170905866359381
440,1.8168299155373386
441,1.8165702593352888
442,1.8163114391829935
443,1.8160510520847695
444,1.8157890903380416
445,1.815527997446121
446,1.8152673281409895
447,1.815007478354324
448,1.8147483746044522
449,1.8144898991455753
450,1.8142322807633646
451,1.813975252609207
452,1.8137188769385497
453,1.8134632745254529
454,1.8132081912619162
455,1.8129535562114283
456,1.8126983594165722
457,1.8124438825994917
458,1.8121901139546286
459,1.81193690843142
460,1.8116823610411255
461,1.8114286555417811
462,1.8111750496881664
463,1.8109223942868116
464,1.8106701865302937
465,1.8104188902411456
466,1.8101682526378668
467,1.8099175597414943
468,1.8096659134655186
469,1.8094151666214757
470,1.8091633206384654
471,1.8089123543797498
472,1.8086621481613814
473,1.8084102018075086
474,1.8081575348612995
475,1.8079045555941498
476,1.8076520620995182
477,1.807400169438346
478,1.807148768132211
