Position,NDCG
1,0.0322643660399477
2,0.025998907707951074
3,0.02348106322810986
4,0.022087507366132835
5,0.02097505929570327
6,0.01951118187676099
7,0.01834891940201002
8,0.017352732371698532
9,0.016535144788445956
10,0.015842862999379433
11,0.01520929937109095
12,0.014620992125592317
13,0.01410469623556342
14,0.0136351222818326
15,0.013211532092607564
16,0.01282660722619087
17,0.012434321751158661
18,0.012047694463773255
19,0.011687029893175285
20,0.011342325260822921
21,0.011011483185451103
22,0.010702513180452095
23,0.01039341037787797
24,0.010096401708287446
25,0.009812964611585907
26,0.009545447846406558
27,0.009263913508543926
28,0.008996883660846552
29,0.00873830771895087
30,0.008489870505644764
31,0.008251527153426487
32,0.008019323848149726
33,0.007793646641337498
34,0.007576472310057913
35,0.0073689072962522814
36,0.007169109389159246
37,0.006977875332022997
38,0.006789121785525645
39,0.006608112668647128
40,0.006426666783234759
41,0.006251364856682934
42,0.006080431972466384
43,0.005914664990977693
44,0.005754392675437336
45,0.005599354182650381
46,0.005449738029716336
47,0.005304372661961749
48,0.005162008767834658
49,0.0050228941675390226
50,0.004884186346111226
51,0.00474313990171243
52,0.004604307100011939
53,0.004468086361476038
54,0.004335224125925053
55,0.004205931759963425
56,0.004078327391294351
57,0.003953383799771
58,0.0038247956089007547
59,0.003699429086139284
60,0.0035773057697873526
61,0.0034560737659309814
62,0.003337520380189376
63,0.003220436371230893
64,0.0031049801503531304
65,0.002990277471868406
66,0.002878366261765955
67,0.0027691415539467597
68,0.0026619896601216236
69,0.002555487493620848
70,0.0024498647412127647
71,0.002345572316716335
72,0.0022426762503663265
73,0.0021392264948415147
74,0.002037921802342543
75,0.0019359822112849005
76,0.0018344922258587983
77,0.0017340936579211587
78,0.0016355946894158625
79,0.0015386153849064486
80,0.0014432869315965109
81,0.0013488462308824957
82,0.0012560657605118505
83,0.0011641450900703701
84,0.001070867578940593
85,0.0009792780758569439
86,0.0008886491330086719
87,0.0007996866160698945
88,0.0007112888988098377
89,0.0006244633854322159
90,0.0005374357943668665
91,0.0004515260716432113
92,0.0003663742234034456
93,0.00028269438235198503
94,0.0002003846406190603
95,0.00011802310529966839
96,3.654038874104526e-05
97,-4.371682011211788e-05
98,-0.00012274573304529762
99,-0.00020184779553909812
100,-0.00027986503074992617
101,-0.0003567057605948251
102,-0.0004325157803343572
103,-0.0005079724753177635
104,-0.0005824297376081859
105,-0.000656361228401326
106,-0.0007292933567904531
107,-0.00080123614749153
108,-0.0008723094019110562
109,-0.0009423576491098717
110,-0.00101230880822656
111,-0.0010812186891483954
112,-0.0011514367944295055
113,-0.0012206682789910465
114,-0.0012903229799658752
115,-0.001359601116370147
116,-0.0014287573907613086
117,-0.0014969559428726336
118,-0.0015642002777801357
119,-0.0016308219763257444
120,-0.0016965585542051767
121,-0.0017615558811542977
122,-0.0018256956334047434
123,-0.0018892175911863448
124,-0.0019519002095804907
125,-0.0020146533241945665
126,-0.0020766180503148865
127,-0.0021379599125125985
128,-0.002199289164632753
129,-0.0022598915677404883
130,-0.0023201528598561423
131,-0.002379669796336275
132,-0.0024384518525059824
133,-0.002496907484343174
134,-0.0025546373598053255
135,-0.002611849513829271
136,-0.0026688830004916327
137,-0.0027255229293388123
138,-0.0027816287906306325
139,-0.002837791302232692
140,-0.002894484906327864
141,-0.0029506113804880787
142,-0.003006305028178193
143,-0.003061969936229578
144,-0.0031172248552309946
145,-0.003171921023705863
146,-0.0032260376267806146
147,-0.003280006157205954
148,-0.003333490748782738
149,-0.003386674420756594
150,-0.0034393805667287895
151,-0.0034917792040861824
152,-0.0035437230029857322
153,-0.0035951735142812106
154,-0.0036462079278891607
155,-0.003697511910963579
156,-0.0037483245728200188
157,-0.0037991237893926218
158,-0.003849385522715306
159,-0.0038992569119435357
160,-0.003949037016353892
161,-0.003998479140022005
162,-0.004047673532165744
163,-0.0040967776416703326
164,-0.004145546350193548
165,-0.0041939409697981204
166,-0.00424206250488074
167,-0.004289715442013569
168,-0.004336935573561179
169,-0.0043836874804504475
170,-0.004430110831407359
171,-0.0044761870250716465
172,-0.00452188227373923
173,-0.004567232168426571
174,-0.0046122405295739004
175,-0.004657848377287908
176,-0.004703034830534894
177,-0.004748133171937971
178,-0.0047928086585438765
179,-0.0048371705605351305
180,-0.004881329837554237
181,-0.004925148934555843
182,-0.004968670348433055
