Position,Group 0,Group 1
11803,1.0591375074133695,0.962902414966802
11804,1.059047780413419,0.9629587016646357
11805,1.0589580686149935,0.9630149788263922
11806,1.05886837201423,0.9630712464544943
11807,1.058778690607267,0.9631275045513642
11808,1.0586890243902438,0.9631837531194238
11809,1.0585993733593022,0.9632399921610938
11810,1.058509737510584,0.9632962216787938
11811,1.0584201168402336,0.963352441674943
11812,1.0583305113443955,0.9634086521519601
11813,1.058240921019216,0.963464853112262
11814,1.058151345860843,0.9635210445582657
11815,1.0580617858654253,0.9635772264923868
11816,1.057972241029113,0.9636333989170404
11817,1.057882711348058,0.9636895618346406
11818,1.0577931968184127,0.9637457152476008
11819,1.0577036974363312,0.9638018591583336
11820,1.0576142131979696,0.9638579935692508
11821,1.057524744099484,0.9639141184827631
11822,1.0574352901370327,0.9639702339012809
11823,1.0573458513067748,0.9640263398272131
11824,1.0572564276048715,0.9640824362629684
11825,1.057167019027484,0.9641385232109546
11826,1.0570776255707763,0.9641946006735784
11827,1.0569882472309122,0.9642506686532457
11828,1.056898884004058,0.9643067271523618
11829,1.056809535886381,0.9643627761733311
11830,1.056720202874049,0.9644188157185573
11831,1.0566308849632322,0.9644748457904432
11832,1.0565415821501014,0.9645308663913903
11833,1.056452294430829,0.9645868775238003
11834,1.0563630218015887,0.9646428791900734
11835,1.0562737642585551,0.9646988713926089
11836,1.0561845217979047,0.9647548541338059
11837,1.0560952944158148,0.964810827416062
11838,1.0560060821084643,0.9648667912417742
11839,1.055916884872033,0.9649227456133392
11840,1.0558277027027025,0.9649786905331521
11841,1.0557385355966558,0.965034626003608
11842,1.055649383550076,0.9650905520271
11843,1.0555602465591487,0.9651464686060219
11844,1.0554711246200608,0.9652023757427658
11845,1.0553820177289996,0.9652582734397228
11846,1.0552929258821542,0.9653141616992836
11847,1.0552038490757154,0.9653700405238386
11848,1.0551147873058744,0.9654259099157759
11849,1.0550257405688244,0.9654817698774844
11850,1.0549367088607595,0.9655376204113513
11851,1.0548476921778753,0.9655934615197629
11852,1.0547586905163686,0.9656492932051054
11853,1.0546697038724373,0.9657051154697637
11854,1.054580732242281,0.9657609283161218
11855,1.0544917756221002,0.965816731746563
11856,1.054402834008097,0.9658725257634703
11857,1.0543139073964747,0.9659283103692252
11858,1.0542249957834373,0.9659840855662087
11859,1.054136099165191,0.9660398513568008
11860,1.0540472175379427,0.9660956077433812
11861,1.0539583508979007,0.966151354728328
11862,1.0538694992412747,0.9662070923140192
11863,1.0537806625642754,0.9662628205028321
11864,1.0536918408631153,0.9663185392971423
11865,1.0536030341340075,0.9663742486993253
11866,1.053514242373167,0.9664299487117557
11867,1.0534254655768096,0.9664856393368074
11868,1.0533367037411527,0.9665413205768529
11869,1.0532479568624147,0.9665969924342649
11870,1.0531592249368156,0.9666526549114145
11871,1.0530705079605762,0.966708308010672
11872,1.052981805929919,0.9667639517344077
11873,1.052893118841068,0.9668195860849899
11874,1.0528044466902475,0.9668752110647874
11875,1.052715789473684,0.966930826676167
11876,1.0526271471876052,0.9669864329214957
11877,1.0525385198282395,0.967042029803139
11878,1.0524499073918168,0.9670976173234619
11879,1.0523613098745686,0.9671531954848287
11880,1.0522727272727272,0.9672087642896025
11881,1.0521841595825268,0.9672643237401463
11882,1.0520956068002019,0.9673198738388215
11883,1.0520070689219894,0.9673754145879891
11884,1.0519185459441265,0.9674309459900097
11885,1.0518300378628522,0.967486468047242
11886,1.051741544674407,0.9675419807620455
11887,1.0516530663750314,0.9675974841367773
11888,1.051564602960969,0.9676529781737946
11889,1.0514761544284632,0.9677084628754536
11890,1.0513877207737594,0.9677639382441099
11891,1.051299301993104,0.967819404282118
11892,1.0512108980827446,0.9678748609918318
11893,1.0511225090389305,0.9679303083756045
11894,1.0510341348579115,0.967985746435788
11895,1.0509457755359395,0.9680411751747341
11896,1.050857431069267,0.9680965945947932
11897,1.050769101454148,0.9681520046983154
11898,1.0506807866868382,0.9682074054876499
11899,1.0505924867635934,0.9682627969651448
11900,1.0505042016806723,0.9683181791331475
11901,1.0504159314343333,0.9683735519940051
11902,1.0503276760208369,0.9684289155500634
11903,1.0502394354364446,0.9684842698036674
11904,1.0501512096774195,0.9685396147571617
11905,1.0500629987400252,0.9685949504128897
11906,1.0499748026205273,0.968650276773194
11907,1.0498866213151927,0.9687055938404173
11908,1.049798454820289,0.9687609016169002
11909,1.049710303132085,0.9688162001049834
11910,1.0496221662468512,0.9688714893070064
11911,1.0495340441608596,0.9689267692253081
11912,1.0494459368703828,0.9689820398622265
11913,1.0493578443716947,0.9690373012200992
11914,1.049269766661071,0.9690925533012624
11915,1.0491817037347881,0.969147796108052
11916,1.049093655589124,0.9692030296428029
11917,1.0490056222203574,0.969258253907849
11918,1.0489176036247694,0.9693134689055241
11919,1.0488295997986408,0.9693686746381607
11920,1.048741610738255,0.9694238711080901
11921,1.048653636439896,0.9694790583176439
11922,1.048565676899849,0.9695342362691521
11923,1.0484777321144008,0.9695894049649443
