PlayerName,NumSeasons,AvgPER,CareerPoints,Gender
Kelenna Azubuike,5,11.6,2178,M
Renaldo Balkman,8,11.01,910,M
J.J. Barea,11,13.69,5977,M
Andrea Bargnani,10,14.19,7873,M
Will Blalock,1,4.5,25,M
Josh Boone,4,14.1,1340,M
Cedric Bozeman,1,-0.1,26,M
Ronnie Brewer,14,10.23,4637,M
Andre Brown,3,7.7,197,M
Shannon Brown,15,7.99,3497,M
Rodney Carney,7,12.89,1905,M
Mardy Collins,6,7.53,993,M
Will Conroy,5,-2.54,7,M
Paul Davis,4,16.05,217,M
Yakhouba Diawara,4,4.02,655,M
Quincy Douby,5,10.78,703,M
Jordan Farmar,10,13.24,3888,M
Desmon Farmer,2,7.9,26,M
Randy Foye,13,11.1,8203,M
Jorge Garbajosa,2,11.25,589,M
Rudy Gay,15,16.66,16683,M
Mickael Gelabale,3,10.7,670,M
Daniel Gibson,7,10.37,3115,M
Andreas Glyniadakis,1,-3.3,17,M
Lynn Greer,1,14.0,167,M
Mike Hall,1,3.1,2,M
Walter Herrmann,5,13.36,972,M
Robert Hite,1,7.4,51,M
Ryan Hollins,16,10.66,2311,M
Mile Ilic,1,-48.6,0,M
Ersan Ilyasova,14,14.64,8520,M
Alexander Johnson,2,11.05,439,M
Solomon Jones,10,7.5,906,M
Tarence Kinsey,3,11.43,511,M
James Lang,1,6.6,11,M
Kyle Lowry,13,17.61,10746,M
Renaldo Major,1,-3.7,5,M
Damir Markota,1,5.0,51,M
Chris McCray,1,-20.7,0,M
Ivan McFarlin,1,12.2,15,M
Pops Mensah-Bonsu,8,14.04,331,M
Paul Millsap,11,19.03,11890,M
Randolph Morris,4,5.55,140,M
Adam Morrison,5,5.94,1409,M
David Noel,1,9.0,184,M
Steve Novak,17,12.22,2368,M
Patrick O'Bryant,6,11.0,287,M
Kevinn Pinkney,1,11.6,31,M
Leon Powe,7,15.51,1642,M
Roger Powell,1,-8.3,2,M
Chris Quinn,6,9.52,1092,M
Allan Ray,1,10.0,290,M
J.J. Redick,13,14.33,9314,M
Jeremy Richardson,8,4.25,135,M
Sergio Rodriguez,7,13.01,2181,M
Rajon Rondo,13,15.88,8214,M
Brandon Roy,6,17.48,6136,M
Thabo Sefolosha,13,11.35,4789,M
Mouhamed Sene,5,24.96,123,M
Cedric Simmons,7,3.17,200,M
Uros Slokar,1,13.9,38,M
Craig Smith,6,15.87,3080,M
Steven Smith,1,-1.8,5,M
Vassilis Spanoulis,1,5.4,85,M
Tyrus Thomas,10,16.39,3601,M
P.J. Tucker,8,11.56,3741,M
Marcus Vinicius,2,9.25,50,M
James White,3,11.93,182,M
Justin Williams,4,8.0,199,M
Marcus Williams,8,12.97,1152,M
Shawne Williams,9,9.44,2110,M
Shelden Williams,12,12.97,2323,M
Arron Afflalo,12,11.48,9054,M
Blake Ahearn,3,4.87,88,M
Lance Allred,1,-1.0,3,M
Morris Almond,3,6.0,119,M
Joel Anthony,12,10.07,1092,M
Marco Belinelli,10,11.71,6209,M
Corey Brewer,16,12.07,8401,M
Aaron Brooks,15,12.33,7839,M
Wilson Chandler,11,13.3,8315,M
Mike Conley,10,17.3,10050,M
Daequan Cook,8,8.29,2251,M
Javaris Crittenton,6,11.15,1190,M
Jermareo Davidson,2,11.05,162,M
Glen Davis,10,12.24,4752,M
Guillermo Diaz,1,9.9,5,M
Jared Dudley,12,12.99,6492,M
Kevin Durant,10,25.41,19121,M
Nick Fazekas,3,17.73,214,M
Kyrylo Fesenko,5,12.46,305,M
Thomas Gardner,2,2.95,45,M
Marcin Gortat,12,17.32,7845,M
Aaron Gray,11,10.9,1235,M
Jeff Green,15,13.09,12633,M
Taurean Green,3,7.2,54,M
Mike Harris,6,12.63,212,M
Spencer Hawes,14,14.58,7322,M
Al Horford,10,19.11,9240,M
Yi Jianlian,5,11.0,2148,M
Coby Karl,4,-2.53,86,M
Carl Landry,13,17.24,7787,M
Keith Langford,1,-2.4,2,M
Stephane Lasme,2,11.7,166,M
Acie Law,9,11.12,1053,M
Ian Mahinmi,9,16.27,2421,M
Dominic McGuire,11,6.21,1028,M
Josh McRoberts,12,12.99,2734,M
Jamario Moon,9,11.03,2639,M
Juan Carlos,1,11.9,896,M
Demetris Nichols,6,0.88,44,M
Joakim Noah,10,17.1,5557,M
Oleksiy Pecherov,3,12.03,438,M
Kosta Perovic,1,10.3,10,M
Kasib Powell,1,9.0,84,M
Gabe Pruitt,2,7.95,125,M
Chris Richard,2,7.2,135,M
Cheikh Samb,5,3.36,37,M
Luis Scola,10,15.85,8882,M
Ramon Sessions,16,15.28,9149,M
Courtney Sims,4,1.93,12,M
Jason Smith,9,13.12,3599,M
D.J. Strawberry,1,6.2,73,M
Rodney Stuckey,10,14.47,8185,M
Al Thornton,8,11.95,4855,M
Alando Tucker,5,12.16,262,M
Darius Washington,1,9.0,53,M
Darryl Watkins,2,5.65,35,M
C.J. Watson,10,12.53,4344,M
Mario West,4,9.4,154,M
Sean Williams,6,14.3,621,M
Brandan Wright,14,18.95,3522,M
Julian Wright,4,12.97,907,M
Nick Young,12,12.8,8483,M
Thaddeus Young,12,16.51,11136,M
Alexis Ajinca,9,12.39,1696,M
Joe Alexander,2,6.45,282,M
Ryan Anderson,9,17.23,7316,M
Darrell Arthur,8,11.94,3228,M
D.J. Augustin,15,12.85,8388,M
Nicolas Batum,9,15.37,7600,M
Jerryd Bayless,13,12.15,5710,M
Michael Beasley,9,15.59,6411,M
Bobby Brown,7,9.54,1214,M
Mario Chalmers,10,13.11,5864,M
Joe Crawford,1,10.8,9,M
Joey Dorsey,6,11.77,367,M
Chris Douglas-Roberts,6,9.83,1571,M
Goran Dragic,13,16.28,10429,M
Rudy Fernandez,4,13.82,2254,M
Danilo Gallinari,10,16.18,8023,M
Marc Gasol,9,18.72,9592,M
J.R. Giddens,4,13.25,142,M
Eric Gordon,9,15.14,8151,M
Donte Greene,4,9.57,1541,M
Hamed Haddadi,7,13.1,423,M
Malik Hairston,2,11.8,149,M
Roy Hibbert,11,15.3,6832,M
J.J. Hickson,12,15.83,5739,M
George Hill,9,15.62,7039,M
Steven Hill,1,88.3,2,M
Othello Hunter,2,10.0,33,M
Darnell Jackson,5,2.7,331,M
Nathan Jawai,2,1.7,126,M
Dontell Jefferson,1,12.7,29,M
Trey Johnson,5,6.8,93,M
DeAndre Jordan,9,17.42,6151,M
Kosta Koufos,11,14.57,3440,M
Rob Kurz,1,11.8,157,M
Courtney Lee,13,12.33,8131,M
Brook Lopez,9,21.57,10444,M
Robin Lopez,9,15.9,5483,M
Kevin Love,9,21.38,10593,M
Cartier Martin,11,9.97,1699,M
O.J. Mayo,8,12.8,7574,M
Luc Mbah,11,10.39,4119,M
JaVale McGee,13,17.33,4663,M
Anthony Morrow,13,12.59,5762,M
DeMarcus Nelson,1,6.5,53,M
Greg Oden,3,17.87,840,M
Anthony Randolph,8,15.41,2094,M
Derrick Rose,8,17.15,9155,M
Brandon Rush,9,8.66,3250,M
Walter Sharpe,1,4.8,8,M
Sean Singletary,3,6.9,180,M
Marreese Speights,11,16.9,5848,M
Mike Taylor,1,10.1,289,M
Jason Thompson,10,13.66,5357,M
Anthony Tolliver,13,8.95,4226,M
Roko Ukic,2,11.0,341,M
Henry Walker,7,10.79,1408,M
Kyle Weaver,3,10.73,363,M
Sonny Weems,6,4.67,1296,M
Russell Westbrook,9,23.93,15156,M
D.J. White,8,14.79,1078,M
Jawad Williams,3,9.03,340,M
Sun Yue,1,-8.6,6,M
David Andersen,4,11.42,635,M
Antonio Anderson,1,-1.7,2,M
Jeff Ayres,6,12.3,690,M
Rodrigue Beaubois,4,13.95,1286,M
DeJuan Blair,7,13.91,2865,M
Jon Brockman,3,9.53,320,M
Derrick Brown,5,13.72,1080,M
Chase Budinger,9,12.08,3469,M
DeMarre Carroll,12,11.72,3453,M
Omri Casspi,11,11.69,4302,M
Earl Clark,10,9.82,1558,M
Darren Collison,8,15.86,7149,M
Dante Cunningham,10,11.61,4004,M
Stephen Curry,8,23.3,13088,M
Austin Daye,12,10.5,1964,M
DeMar DeRozan,8,16.98,11456,M
Toney Douglas,12,11.83,3745,M
Wayne Ellington,10,11.0,4483,M
Tyreke Evans,10,16.73,8042,M
Jonny Flynn,5,10.48,1635,M
Sundiata Gaines,6,12.18,619,M
Alonzo Gee,13,9.72,3326,M
Taj Gibson,10,15.16,6333,M
Trey Gilder,1,30.9,2,M
Danny Green,8,13.28,4155,M
Taylor Griffin,1,5.2,10,M
Tyler Hansbrough,7,14.43,2881,M
James Harden,8,22.16,13618,M
Jordan Hill,12,15.32,3670,M
Jrue Holiday,8,16.48,7191,M
Lester Hudson,8,11.4,500,M
Chris Hunter,1,12.2,270,M
Serge Ibaka,10,16.91,8400,M
Cedric Jackson,4,4.48,40,M
Othyus Jeffers,7,8.23,241,M
Brandon Jennings,12,14.62,8637,M
Jonas Jerebko,9,13.53,3479,M
James Johnson,10,13.45,3840,M
Oliver Lafayette,1,12.8,7,M
Marcus Landry,3,-3.83,88,M
Ty Lawson,10,15.68,7350,M
Wesley Matthews,8,13.83,8257,M
Eric Maynor,11,9.34,1896,M
Jodie Meeks,10,12.59,4731,M
Patty Mills,8,15.25,3464,M
Byron Mullens,7,9.46,1587,M
A.J. Price,9,10.39,1656,M
DaJuan Summers,4,6.3,278,M
Jermaine Taylor,4,12.23,574,M
Jeff Teague,8,16.62,7545,M
Garrett Temple,13,8.34,2078,M
Hasheem Thabeet,9,7.06,571,M
Marcus Thornton,16,14.49,8356,M
Terrence Williams,8,10.16,1404,M
Sam Young,6,10.25,1550,M
Jeff Adrien,7,14.4,1071,M
Solomon Alabi,2,8.1,39,M
Cole Aldrich,9,14.44,1138,M
Al-Farouq Aminu,7,12.21,3766,M
James Anderson,7,10.76,1571,M
Omer Asik,7,12.91,2457,M
Luke Babbitt,7,9.27,1559,M
Eric Bledsoe,7,16.87,5480,M
Trevor Booker,7,15.0,3251,M
Craig Brackins,2,2.2,30,M
Avery Bradley,7,10.59,5008,M
Derrick Caracter,1,10.0,81,M
Sherron Collins,1,3.6,17,M
Marcus Cousin,1,7.8,4,M
DeMarcus Cousins,9,22.99,12250,M
Jordan Crawford,11,13.32,5593,M
Ed Davis,9,16.58,3901,M
Zabian Dowdell,1,11.7,121,M
Devin Ebanks,3,11.33,224,M
Semih Erden,4,9.3,425,M
Jeremy Evans,6,17.93,877,M
Patrick Ewing,1,0.6,3,M
Christian Eyenga,4,8.15,337,M
Derrick Favors,9,17.33,6012,M
Landry Fields,5,11.04,1731,M
Gary Forbes,2,12.5,645,M
Paul George,7,17.21,8090,M
Blake Griffin,7,22.74,10117,M
Luke Harangody,4,10.05,446,M
Manny Harris,4,7.7,575,M
Gordon Hayward,7,17.13,8077,M
Lazar Hayward,3,8.37,207,M
Xavier Henry,5,8.2,1050,M
Damion James,3,6.77,150,M
Eugene Jeter,1,11.1,255,M
Armon Johnson,4,13.85,204,M
Chris Johnson,14,10.78,1109,M
Wesley Johnson,7,10.0,3704,M
Dominique Jones,3,11.6,246,M
Gani Lawal,1,-9.1,0,M
Jeremy Lin,7,16.07,4842,M
Greg Monroe,7,20.24,7572,M
Timofey Mozgov,11,13.97,3889,M
Hamady N'Diaye,3,-1.63,20,M
Gary Neal,11,11.07,4561,M
Larry Owens,4,9.97,93,M
Patrick Patterson,11,13.68,5038,M
Nikola Pekovic,6,16.1,3405,M
Dexter Pittman,6,4.67,124,M
Quincy Pondexter,7,9.61,2004,M
Andy Rautins,1,-1.2,8,M
Samardo Samuels,3,9.67,638,M
Larry Sanders,6,13.12,1520,M
Kevin Seraphin,7,12.1,2516,M
Mustafa Shakur,2,-1.0,52,M
Garret Siler,1,13.5,45,M
Ish Smith,17,11.69,4231,M
Tiago Splitter,7,17.04,2816,M
Lance Stephenson,12,10.42,3801,M
Pape Sy,1,9.2,7,M
Evan Turner,9,12.07,6750,M
Ekpe Udoh,7,11.31,1412,M
Ben Uzoh,4,14.28,320,M
Greivis Vasquez,9,11.82,4349,M
John Wall,7,19.53,9419,M
Willie Warren,1,10.8,37,M
Hassan Whiteside,5,14.56,2942,M
Lavoy Allen,8,13.12,2150,M
Gustavo Ayon,5,14.14,839,M
Keith Benson,1,6.0,0,M
Bismack Biyombo,6,12.72,2176,M
MarShon Brooks,6,15.57,1420,M
Alec Burks,6,13.37,3034,M
Jimmy Butler,6,18.15,6208,M
Derrick Byars,1,14.9,10,M
Norris Cole,8,9.28,3079,M
Eric Dawson,1,14.6,15,M
Justin Dentmon,4,-1.82,52,M
Jerome Dyson,1,11.3,67,M
Kenneth Faried,6,19.98,4858,M
Jeff Foote,1,-0.9,4,M
Courtney Fortson,3,9.93,70,M
Jimmer Fredette,9,15.19,1698,M
Mickell Gladness,3,7.27,112,M
Andrew Goudelock,3,4.8,197,M
Jordan Hamilton,7,12.73,1294,M
Justin Harper,3,4.5,45,M
Josh Harrellson,3,11.87,265,M
Terrel Harris,4,0.83,110,M
Tobias Harris,10,15.97,7024,M
Cory Higgins,2,8.35,164,M
Darington Hobson,1,-3.3,4,M
Tyler Honeycutt,2,6.15,28,M
Dennis Horner,1,6.6,5,M
Kyrie Irving,6,21.22,8232,M
Reggie Jackson,8,15.74,6036,M
Charles Jenkins,4,8.85,519,M
Carldell Johnson,1,8.9,27,M
Ivan Johnson,2,15.0,808,M
JaJuan Johnson,1,11.4,114,M
Jerome Jordan,2,17.55,180,M
Cory Joseph,6,12.7,2479,M
Enes Kanter,8,19.76,6194,M
D.J. Kennedy,1,4.7,12,M
Brandon Knight,8,14.16,6890,M
Malcolm Lee,3,-0.2,140,M
Kawhi Leonard,6,21.32,6508,M
Travis Leslie,1,14.6,14,M
Jon Leuer,8,13.26,2252,M
DeAndre Liggins,6,29.95,397,M
Shelvin Mack,11,10.82,2685,M
Vernon Macklin,1,18.2,46,M
E'Twaun Moore,6,10.73,2489,M
Darius Morris,7,7.21,537,M
Marcus Morris,8,11.18,5109,M
Markieff Morris,8,13.7,6103,M
Daniel Orton,3,12.4,143,M
Jeremy Pargo,4,8.62,656,M
Chandler Parsons,6,14.1,5086,M
Ryan Reid,1,17.6,8,M
Ricky Rubio,6,15.97,3653,M
Josh Selby,2,1.7,83,M
Iman Shumpert,8,10.49,3233,M
Xavier Silas,1,0.1,11,M
Chris Singleton,3,8.3,612,M
Donald Sloan,10,8.91,1453,M
Jerry Smith,1,7.8,7,M
Nolan Smith,2,7.45,277,M
Greg Stiemsma,4,10.4,641,M
Julyan Stone,3,10.33,61,M
Isaiah Thomas,8,20.77,9538,M
Lance Thomas,8,7.84,1966,M
Malcolm Thomas,8,8.72,106,M
Trey Thompkins,1,12.0,57,M
Klay Thompson,6,16.45,8854,M
Mychel Thompson,1,2.2,18,M
Tristan Thompson,6,15.18,4378,M
Jeremy Tyler,5,8.84,395,M
Edwin Ubiles,1,7.3,14,M
Jan Vesely,5,11.56,787,M
Nikola Vucevic,6,18.77,5807,M
Kemba Walker,6,18.37,8137,M
Derrick Williams,10,12.02,4735,M
Elliot Williams,6,9.92,574,M
Jordan Williams,1,14.5,197,M
Chris Wright,3,11.07,120,M
Quincy Acy,9,11.43,1607,M
Josh Akognon,1,15.3,5,M
Harrison Barnes,5,12.56,4605,M
Will Barton,7,13.13,3253,M
Aron Baynes,5,13.06,1544,M
Kent Bazemore,7,10.94,2992,M
Bradley Beal,5,15.5,5728,M
Patrick Beverley,5,13.02,2708,M
Victor Claver,3,8.33,258,M
Chris Copeland,4,11.8,998,M
Jae Crowder,7,13.36,4041,M
Jared Cunningham,8,7.35,343,M
Anthony Davis,5,26.3,7497,M
Nando De,4,12.57,630,M
Andre Drummond,5,21.54,5120,M
Kim English,1,7.9,119,M
Festus Ezeli,3,14.4,712,M
Evan Fournier,5,13.0,3918,M
Joel Freeland,3,10.93,477,M
Diante Garrett,2,8.05,288,M
Draymond Green,5,14.4,3566,M
Ben Hansbrough,1,7.2,57,M
Maurice Harkless,5,11.84,2646,M
John Henson,5,17.6,2418,M
Justin Holiday,6,9.72,1403,M
Bernard James,3,13.07,203,M
John Jenkins,7,11.43,912,M
Orlando Johnson,7,4.87,455,M
Darius Johnson-Odom,2,-14.85,0,M
DeQuan Jones,1,8.4,233,M
Kevin Jones,1,11.1,95,M
Perry Jones,3,8.27,488,M
Terrence Jones,7,14.54,3013,M
Kris Joseph,3,0.37,18,M
Michael Kidd-Gilchrist,5,14.46,2582,M
Viacheslav Kravtsov,2,12.45,97,M
Doron Lamb,4,5.45,499,M
Jeremy Lamb,5,14.48,2214,M
Meyers Leonard,5,11.3,1714,M
Damian Lillard,5,20.4,8880,M
Scott Machado,1,6.0,8,M
Kendall Marshall,4,9.88,802,M
Fab Melo,1,4.9,7,M
Khris Middleton,5,14.26,4070,M
Darius Miller,3,3.4,320,M
Quincy Miller,5,7.32,324,M
Donatas Motiejunas,5,11.56,1826,M
Arnett Moultrie,2,11.7,210,M
Kevin Murphy,1,-4.5,15,M
Andrew Nicholson,7,9.61,1800,M
Kyle O'Quinn,5,17.02,1760,M
Tim Ohlbrecht,1,-6.1,3,M
Miles Plumlee,9,11.97,1787,M
Pablo Prigioni,6,12.08,1220,M
Austin Rivers,7,10.14,3449,M
Brian Roberts,7,12.99,2264,M
Thomas Robinson,9,13.89,2169,M
Terrence Ross,7,12.27,4589,M
Robert Sacre,4,9.2,787,M
Mike Scott,5,13.32,1988,M
Tornike Shengelia,4,6.17,88,M
Alexey Shved,6,15.08,1783,M
Henry Sims,6,16.97,1381,M
Kyle Singler,7,8.29,2783,M
Jared Sullinger,5,14.02,2893,M
Jeffery Taylor,3,8.13,807,M
Tyshawn Taylor,2,5.8,174,M
Marquis Teague,4,4.55,313,M
Mirza Teletovic,5,12.46,2565,M
Jonas Valanciunas,5,19.0,4160,M
Jarvis Varnado,6,4.58,214,M
Dion Waiters,7,12.11,5378,M
Maalik Wayns,4,11.4,154,M
Tony Wroten,4,9.72,1604,M
Luke Zeller,1,5.6,19,M
Tyler Zeller,5,14.74,2384,M
Steven Adams,4,14.32,2343,M
Giannis Antetokounmpo,4,17.62,4737,M
Pero Antic,2,10.6,708,M
Chris Babb,1,3.7,22,M
Anthony Bennett,4,10.85,658,M
Vander Blue,2,2.25,27,M
Lorenzo Brown,3,7.87,206,M
Reggie Bullock,6,7.05,516,M
Trey Burke,4,12.5,2832,M
Dwight Buycks,2,10.15,95,M
Nick Calathes,2,12.3,590,M
Kentavious Caldwell-Pope,4,11.45,3665,M
Isaiah Canaan,6,10.95,1992,M
Michael Carter-Williams,6,13.75,4019,M
Dionte Christmas,1,11.1,71,M
Ian Clark,6,10.42,945,M
Robert Covington,4,14.02,2681,M
Allen Crabbe,4,10.05,1878,M
Seth Curry,6,8.6,1203,M
Troy Daniels,7,11.27,1187,M
Luigi Datome,4,13.67,293,M
Brandon Davies,4,9.3,428,M
Dewayne Dedmon,7,10.44,1052,M
Matthew Dellavedova,4,9.97,1804,M
Gorgui Dieng,4,16.25,2639,M
Shane Edwards,1,-1.0,2,M
Vitor Faverani,1,11.0,164,M
Carrick Felix,1,13.3,19,M
Jamaal Franklin,2,4.8,42,M
Rudy Gobert,4,18.82,2484,M
Archie Goodwin,6,14.93,1150,M
Jorge Gutierrez,5,12.16,190,M
Justin Hamilton,7,11.49,932,M
Elias Harris,1,7.6,0,M
Solomon Hill,4,9.5,1585,M
Scotty Hopson,1,-6.5,1,M
Robbie Hummel,2,9.65,379,M
Sergey Karasev,3,7.1,287,M
Ryan Kelly,4,9.82,981,M
Ognjen Kuzmic,2,8.15,35,M
Shane Larkin,3,10.83,1168,M
Ricky Ledo,4,1.02,199,M
Alex Len,4,12.05,1834,M
Ray McCallum,5,9.86,1057,M
C.J. McCollum,4,14.92,4128,M
Ben McLemore,4,9.12,2742,M
Gal Mekel,2,2.95,79,M
Tony Mitchell,2,24.5,28,M
Shabazz Muhammad,4,15.78,2290,M
Erik Murphy,1,0.2,6,M
Toure' Murry,4,-6.48,152,M
Mike Muscala,4,14.2,903,M
Nemanja Nedovic,1,-1.7,26,M
James Nunnally,3,6.13,88,M
Victor Oladipo,4,14.95,4618,M
Kelly Olynyk,4,15.65,2628,M
Arinze Onuaku,5,6.54,37,M
Mason Plumlee,6,17.92,3670,M
Otto Porter,4,12.35,2469,M
Phil Pressey,5,10.32,544,M
Miroslav Raduljica,2,9.3,189,M
Andre Roberson,4,9.47,1162,M
Dennis Schroder,4,13.28,3244,M
Peyton Siva,1,5.7,54,M
Tony Snell,4,8.57,1802,M
James Southerland,3,-3.7,28,M
D.J. Stephens,1,16.1,7,M
Adonis Thomas,3,7.73,28,M
Hollis Thompson,6,8.53,2255,M
Casper Ware,1,13.0,48,M
Royce White,1,-8.3,0,M
Jeff Withey,4,17.32,651,M
Nate Wolters,4,6.55,501,M
Cody Zeller,4,15.0,2239,M
Jordan Adams,2,15.05,101,M
Furkan Aldemir,1,12.0,93,M
Kyle Anderson,3,11.2,670,M
Cameron Bairstow,2,4.45,44,M
Jerrelle Benimon,1,4.7,0,M
Sim Bhullar,1,44.3,2,M
Tarik Black,5,13.98,1274,M
Bojan Bogdanovic,5,12.72,3813,M
Jabari Brown,1,11.0,227,M
Markel Brown,2,10.2,579,M
Bruno Caboclo,3,1.7,27,M
Clint Capela,3,17.27,1392,M
Will Cherry,1,5.8,15,M
Patrick Christopher,1,-2.6,6,M
Jordan Clarkson,3,14.77,3133,M
Jack Cooley,1,11.4,27,M
Bryce Cotton,4,10.5,96,M
Andre Dawkins,1,-5.0,3,M
Spencer Dinwiddie,3,10.6,635,M
Zoran Dragic,3,8.43,56,M
Cleanthony Early,2,5.3,241,M
James Ennis,6,13.12,1059,M
Tyler Ennis,7,9.46,904,M
Dante Exum,2,7.15,805,M
Tim Frazier,7,11.11,1100,M
Langston Galloway,5,10.72,2328,M
Aaron Gordon,3,14.27,1981,M
Drew Gordon,1,3.7,17,M
Jerami Grant,5,9.0,2034,M
Erick Green,4,9.22,172,M
JaMychal Green,5,13.74,1391,M
P.J. Hairston,4,7.25,1074,M
Gary Harris,3,11.37,1971,M
Joe Harris,3,6.0,567,M
Rodney Hood,3,12.93,2330,M
Joe Ingles,3,10.77,1319,M
Cory Jefferson,2,12.95,205,M
Grant Jerrett,3,1.37,32,M
Nick Johnson,1,4.8,74,M
Tyler Johnson,3,13.9,1506,M
Sean Kilpatrick,5,12.68,1631,M
Alex Kirk,1,8.5,4,M
Joffrey Lauvergne,5,12.66,1308,M
Zach LaVine,3,13.4,2817,M
Kalin Lucas,1,-0.7,0,M
Devyn Marble,2,5.55,97,M
James Michael,3,15.53,326,M
K.J. McDaniels,7,10.11,1475,M
Doug McDermott,5,9.66,2057,M
Mitch McGary,2,12.0,227,M
Jerel McNeal,1,1.2,9,M
Elijah Millsap,3,3.67,287,M
Nikola Mirotic,3,16.0,2354,M
Eric Moreland,2,24.1,10,M
Shabazz Napier,3,10.83,682,M
Nerlens Noel,5,18.46,2381,M
Lucas Nogueira,3,12.1,324,M
Jusuf Nurkic,5,16.86,2013,M
Johnny O'Bryant,5,11.2,376,M
Kostas Papanikolaou,2,6.9,249,M
Jabari Parker,3,16.13,2403,M
Adreian Payne,5,7.68,621,M
Elfrid Payton,3,14.97,2555,M
Dwight Powell,5,19.22,1095,M
Julius Randle,3,7.57,1896,M
Damjan Rudez,3,6.67,480,M
JaKarr Sampson,4,8.68,1134,M
Marcus Smart,3,11.43,1916,M
Russ Smith,4,5.45,83,M
Nik Stauskas,3,8.57,1692,M
David Stockton,1,10.8,8,M
Jarnell Stokes,5,21.1,74,M
Noah Vonleh,3,10.87,693,M
T.J. Warren,3,15.1,1711,M
David Wear,1,2.4,0,M
Travis Wear,1,8.5,199,M
Shayne Whittington,2,13.7,68,M
Andrew Wiggins,3,15.63,4995,M
C.J. Wilcox,3,8.1,132,M
James Young,3,7.37,202,M
Cliff Alexander,1,11.6,10,M
Justin Anderson,4,13.43,1272,M
Thanasis Antetokounmpo,1,32.9,6,M
Keith Appling,1,-4.8,6,M
Nemanja Bjelica,2,11.1,711,M
Devin Booker,2,13.25,2774,M
Anthony Brown,4,9.12,201,M
Willie Cauley-Stein,2,15.85,1074,M
Rakeem Christmas,2,21.2,63,M
Coty Clarke,1,23.9,6,M
Pat Connaughton,2,8.2,134,M
Branden Dawson,1,7.1,5,M
Bryce Dejean-Jones,1,9.6,79,M
Sam Dekker,2,11.9,504,M
Duje Dukan,1,4.2,6,M
Jarell Eddie,2,10.35,87,M
Cristiano Felicio,2,16.4,421,M
Jerian Grant,2,12.15,796,M
Montrezl Harrell,2,16.9,667,M
Aaron Harrison,2,1.05,19,M
Mario Hezonja,2,8.3,795,M
Darrun Hilliard,2,8.3,279,M
Rondae Hollis-Jefferson,2,13.95,842,M
Richaun Holmes,2,17.25,846,M
Marcelo Huertas,2,9.75,300,M
Josh Huestis,2,16.4,28,M
R.J. Hunter,2,2.25,97,M
Damien Inglis,1,6.7,36,M
Stanley Johnson,2,7.95,932,M
Nikola Jokic,2,23.95,2017,M
Tyus Jones,2,12.5,365,M
Frank Kaminsky,2,12.75,1480,M
Sasha Kaun,1,12.5,23,M
Kevon Looney,2,16.0,144,M
Trey Lyles,2,10.8,928,M
Boban Marjanovic,2,28.65,488,M
Jarell Martin,2,11.35,318,M
T.J. McConnell,2,14.1,1049,M
Chris McCullough,4,11.33,184,M
Jordan McRae,4,13.07,359,M
Salah Mejri,2,15.8,338,M
Jordan Mickey,2,12.55,59,M
Luis Montero,1,-2.7,14,M
Emmanuel Mudiay,2,10.4,1475,M
Xavier Munford,1,9.9,80,M
Raul Neto,2,10.45,576,M
J.J. O'Brien,1,1.3,0,M
Jahlil Okafor,2,15.95,1518,M
Kelly Oubre,2,8.65,737,M
Lamar Patterson,2,1.6,93,M
Cameron Payne,4,7.17,603,M
Tibor Pleiss,1,3.5,24,M
Bobby Portis,2,14.35,873,M
Kristaps Porzingis,2,17.55,2224,M
Norman Powell,2,13.65,909,M
Willie Reed,2,18.15,556,M
Josh Richardson,2,11.05,880,M
Terry Rozier,2,7.9,482,M
D'Angelo Russell,2,14.25,2038,M
Jonathon Simmons,2,10.9,814,M
Alex Stepheson,3,13.23,44,M
Walter Tavares,1,14.4,25,M
Axel Toupane,4,3.0,98,M
Karl-Anthony Towns,2,24.25,3564,M
Myles Turner,2,16.95,1792,M
Rashad Vaughn,2,6.0,359,M
Briante Weber,6,14.32,186,M
Alan Williams,2,20.3,375,M
Justise Winslow,2,8.3,698,M
Christian Wood,2,15.75,96,M
Delon Wright,2,16.4,253,M
Joe Young,2,10.65,222,M
Alex Abrines,1,10.1,406,M
Ron Baker,1,7.5,215,M
Wade Baldwin,1,6.4,106,M
Malik Beasley,1,13.7,83,M
DeAndre' Bembry,1,8.8,101,M
Dragan Bender,1,5.3,146,M
Ben Bentil,1,-17.6,0,M
Davis Bertans,1,12.9,303,M
Joel Bolomboy,1,19.7,22,M
Malcolm Brogdon,1,14.9,767,M
Jaylen Brown,1,10.3,515,M
Nicolas Brussino,1,10.7,150,M
Marquese Chriss,1,12.3,753,M
Semaj Christon,1,5.7,183,M
Quinn Cook,3,11.33,158,M
Deyonta Davis,1,10.6,58,M
Malcolm Delaney,1,7.5,391,M
Cheick Diallo,1,16.8,87,M
Kris Dunn,1,8.1,293,M
Henry Ellenson,1,7.5,60,M
Joel Embiid,1,24.1,627,M
Kay Felder,1,11.2,166,M
Yogi Ferrell,3,11.23,924,M
Dorian Finney-Smith,1,7.7,350,M
Bryn Forbes,1,5.9,94,M
Patricio Garino,1,-9.2,0,M
Michael Gbinije,1,-2.1,4,M
Marcus Georges-Hunt,1,10.2,14,M
Jonathan Gibson,1,9.5,106,M
Treveon Graham,1,10.6,57,M
A.J. Hammons,1,8.4,48,M
