q_id,doc_id,Gender,PlayerName,NumSeasons,AvgPER,CareerPoints
1,434,0,Dan Swartz,1,12.3,175
1,435,0,Dan Tieman,1,4.1,34
1,437,0,Chico Vaughn,7,10.91,3391
1,438,0,Chet Walker*,13,17.53,18831
1,439,0,Ben Warley,7,11.09,2063
1,440,0,Ralph Wells,1,-0.2,2
1,441,0,Hubie White,2,6.2,171
1,442,0,Gene Wiley,4,9.33,1273
1,444,0,Larry Comley,1,5.6,25
1,445,0,Mel Gibson,1,2.5,13
1,446,0,Jerry Greenspan,2,12.2,122
1,447,0,Reggie Harding,4,11.35,1839
1,449,0,Art Heyman,5,11.58,1569
1,450,0,Gary Hill,4,4.3,397
1,451,0,Tom Hoover,3,8.37,350
1,452,0,Gus Johnson*,10,16.15,9944
1,453,0,Jim King,12,11.64,4516
1,454,0,Don Kojis,12,14.7,9948
1,455,0,Jerry Lucas*,13,18.27,15063
1,456,0,Eddie Miles,11,12.05,8729
1,457,0,Mel Peterson,1,20.8,2
1,458,0,Ken Rohloff,1,-9.6,0
1,459,0,Larry Siegfried,11,11.91,6078
1,461,0,Tom Thacker,4,8.5,721
1,463,0,Nate Thurmond*,16,15.58,14783
1,464,0,Gerry Ward,4,3.83,542
1,465,0,John Windsor,1,12.5,27
1,470,0,Joe Caldwell,8,14.64,8128
1,471,0,Mel Counts,16,14.24,7242
1,472,0,Steve Courtin,1,6.9,101
1,474,0,Happy Hairston,15,16.85,14124
1,475,0,Walt Hazzard,12,13.5,9348
1,476,0,Les Hunter,1,8.8,42
1,477,0,Luke Jackson,14,10.74,5470
1,479,0,Wali Jones,12,10.83,6195
1,480,0,Howard Komives,12,10.54,8519
1,481,0,Bud Koper,1,10.6,247
1,482,0,Barry Kramer,3,9.93,372
1,483,0,McCoy McLemore,14,11.97,6749
1,484,0,Jeff Mullins,12,15.44,13017
1,485,0,Cotton Nash,3,9.2,274
1,486,0,Willis Reed*,10,17.74,12183
1,487,0,Paul Silas,16,13.39,11782
1,489,0,John Tresvant,19,14.76,8890
1,492,0,Jesse Branson,1,10.3,5
1,493,0,Bill Buntin,1,13.3,324
1,494,0,Barry Clemens,11,12.48,5312
1,495,0,Billy Cunningham*,9,18.97,13626
1,496,0,Keith Erickson,12,11.85,7251
1,497,0,John Fairchild,1,3.9,60
1,499,0,Gail Goodrich*,14,16.29,19181
1,500,0,Fred Hetzel,8,14.45,5869
1,502,0,Thales McReynolds,1,-3.3,3
1,503,0,Ron Reed,2,11.85,951
1,504,0,Jerry Sloan*,11,12.86,10571
1,505,0,Willie Somerset,1,10.2,45
1,508,0,Dick Van,12,14.08,15079
1,509,0,Tom Van,18,12.53,17490
1,510,0,Bob Warlick,6,9.25,1697
1,511,0,Jim Washington,15,11.49,9654
1,514,0,Henry Akin,2,7.5,304
